form_name,field_name,page
04 - Admission/Predose Final v1.0,Please ensure that an Adverse Event is completed,77
04 - Admission/Predose Final v1.0,Has the participant taken any new medication since the screening visit?,77
04 - Admission/Predose Final v1.0,Please ensure that a Concomitant Medication is completed,77
04 - Admission/Predose Final v1.0,Record time of urine sample (For all Urine Assessments) (Collect Urine Sample),77
04 - Admission/Predose Final v1.0,"What was the bilirubin result?  If any positive result, inform medic/PI. (Perform urinalysis and",77
04 - Admission/Predose Final v1.0,"What was the urobilinogen result?  If any positive result, inform medic/PI. (Perform urinalysis",78
04 - Admission/Predose Final v1.0,"What was the ketone result?  If any positive result, inform medic/PI. (Perform urinalysis and",78
04 - Admission/Predose Final v1.0,"What was the glucose result?  If any positive result, inform medic/PI. (Perform urinalysis and",78
04 - Admission/Predose Final v1.0,What was the protein result?,79
04 - Admission/Predose Final v1.0,"IF PROTEIN ≥ 30mg/dl:  Repeat urinalysis as soon as possible, ensuring a clean catch specimen. If protein remains ≥ 30mg/dl on repeat, then inform PI/medic. (Perform urinalysis and read results)",79
04 - Admission/Predose Final v1.0,What was the blood result? (Perform urinalysis and read results),79
04 - Admission/Predose Final v1.0,What was the nitrite result? (Perform urinalysis and read results),80
04 - Admission/Predose Final v1.0,Record pH value (Perform urinalysis and read results),80
04 - Admission/Predose Final v1.0,Record specific gravity of sample (Perform urinalysis and read results),81
04 - Admission/Predose Final v1.0,What was the leukocyte result? (Perform urinalysis and read results),82
04 - Admission/Predose Final v1.0,"Is participant female and menstruating? (If 'Yes', DO NOT send sample for Microscopy. If 'No',",82
04 - Admission/Predose Final v1.0,Confirm sample sent for microscopy (Complete associated paperwork),82
04 - Admission/Predose Final v1.0,Has urinalysis been repeated as soon as possible with a clean catch specimen?,83
04 - Admission/Predose Final v1.0,Ensure events are repeated to capture this data.,83
04 - Admission/Predose Final v1.0,Urinalysis Microscopy Sample (20 mL Sterilin screw cap),83
04 - Admission/Predose Final v1.0,Barcode:,83
04 - Admission/Predose Final v1.0,Confirm TDL form completed:,83
04 - Admission/Predose Final v1.0,Has there been a medic review of the Microscopy results?,83
04 - Admission/Predose Final v1.0,Drugs of abuse - Amphetamines (AMP),83
04 - Admission/Predose Final v1.0,Drugs of abuse - Barbiturates (BAR),84
04 - Admission/Predose Final v1.0,Drugs of abuse - Benzodiazepines (BZO),84
04 - Admission/Predose Final v1.0,Drugs of abuse - Methadone (MTD),84
04 - Admission/Predose Final v1.0,Drugs of abuse - Tricyclic Antidepressants  (TCA),84
04 - Admission/Predose Final v1.0,Drugs of abuse - Cocaine (COC),85
04 - Admission/Predose Final v1.0,Drugs of abuse - Morphine/Opiates (MOP),85
04 - Admission/Predose Final v1.0,Drugs of abuse - Methamphetamine/Ecstasy (MET),85
04 - Admission/Predose Final v1.0,Drugs of abuse - Phencyclidine (PCP),85
04 - Admission/Predose Final v1.0,Drugs of abuse - Marijuana/Cannabis (THC),86
04 - Admission/Predose Final v1.0,Positive Drugs of Abuse result (Medic to exclude subject),86
04 - Admission/Predose Final v1.0,Urine Cotinine test - please ensure study specific tests are used,86
04 - Admission/Predose Final v1.0,Positive result for Urine Cotinine (Medic to exclude participant ),86
04 - Admission/Predose Final v1.0,Urine Pregnancy test (N/A if male),87
04 - Admission/Predose Final v1.0,Positive result for Urine Pregnancy (Medic to exclude participant ),87
04 - Admission/Predose Final v1.0,Alcohol breath test (Positive result > 0.02),87
04 - Admission/Predose Final v1.0,Positive result for Alcohol Breath Test (Medic to exclude participant ),87
04 - Admission/Predose Final v1.0,Weight (kg),88
04 - Admission/Predose Final v1.0,12 Lead Standard ECG,88
04 - Admission/Predose Final v1.0,"Exclude if - QT interval corrected for heart rate using Fridericia’s formula (QTcF) >450 msec for male participants or >470 msec for female participants, QRS interval >120 msec, or PR interval >200 msec.  (Supine for a minimum 3 minutes)",88
04 - Admission/Predose Final v1.0,ECG Rhythm assessment and interpretation,88
04 - Admission/Predose Final v1.0,Was the ECG clinically significant? (Medic to assess),89
04 - Admission/Predose Final v1.0,ECG Findings,89
04 - Admission/Predose Final v1.0,"ECG Findings, including rhythm assessment",89
04 - Admission/Predose Final v1.0,Vital Signs,89
04 - Admission/Predose Final v1.0,"Exclude if - Systolic blood pressure [SBP] >140 mmHg or diastolic blood pressure [DBP] >90 mmHg in the supine position. Supine heart rate, after resting for at least 3 minutes, outside the range of 50 to 100 beats per minute.  (Supine for at least 3 minutes)",89
04 - Admission/Predose Final v1.0,Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),90
04 - Admission/Predose Final v1.0,Vital Sign Findings,90
04 - Admission/Predose Final v1.0,Vital Signs Standing BP and HR,90
04 - Admission/Predose Final v1.0,"Exclude if - Symptomatic hypotension or orthostatic hypotension, which is defined as a decrease of ≥20 mmHg in SBP and/or a decrease of ≥10 mmHg in DBP after at least 3 minutes of standing compared with the previous supine blood pressure. (Standing for at least 3 minutes)",90
04 - Admission/Predose Final v1.0,Is there a drop in SYSTOLIC BP from supine to standing?,91
04 - Admission/Predose Final v1.0,Is there a drop in DIASTOLIC BP from supine to standing?,91
04 - Admission/Predose Final v1.0,Vital Signs Difference for SYSTOLIC Drop,91
04 - Admission/Predose Final v1.0,Vital Signs Difference for DIASTOLIC Drop,92
04 - Admission/Predose Final v1.0,Clinical Assessment of Standing Vital Signs (Medic or Nurse to assess vital signs),92
04 - Admission/Predose Final v1.0,Vital Sign Findings,92
04 - Admission/Predose Final v1.0,Has the participant fasted for 8 hours?,92
04 - Admission/Predose Final v1.0,Has the optional Future Biospecimen Research Sample been consented to and can be collected?,93
04 - Admission/Predose Final v1.0,Future Biospecimen Research Sample - Gently invert tube 8-10 times immediately after,93
04 - Admission/Predose Final v1.0,Barcode:,93
04 - Admission/Predose Final v1.0,Haematology – Mix tube gently by inverting 8–10 times (2 mL K3EDTA),93
04 - Admission/Predose Final v1.0,Has there been a medic review of the Haematology blood results?,93
04 - Admission/Predose Final v1.0,Chemistry – Mix tube gently by inverting 5–6 times (5 mL SST),93
04 - Admission/Predose Final v1.0,Has there been a medic review of the Clinical Chemistry blood results?,93
04 - Admission/Predose Final v1.0,Confirm TDL form completed:,94
04 - Admission/Predose Final v1.0,Targeted Physical Examination:  Does the participant require a targeted physical examination?,94
04 - Admission/Predose Final v1.0,Targeted Physical Examination Findings: Any clinically significant abnormal,94
04 - Admission/Predose Final v1.0,"If yes, were there any clinically significant abnormal findings?",94
04 - Admission/Predose Final v1.0,Physical Examination Category,94
04 - Admission/Predose Final v1.0,Detailed findings of Physical Examination,95
04 - Admission/Predose Final v1.0,Was a neurological examination performed?,95
04 - Admission/Predose Final v1.0,Mental Status,96
04 - Admission/Predose Final v1.0,Cranial Nerves,96
04 - Admission/Predose Final v1.0,Motor Systems,96
04 - Admission/Predose Final v1.0,Reflexes,97
04 - Admission/Predose Final v1.0,Sensory System,98
04 - Admission/Predose Final v1.0,Co-ordination,98
04 - Admission/Predose Final v1.0,Station and Gait,99
04 - Admission/Predose Final v1.0,Detailed findings of Neurological Examination,99
04 - Admission/Predose Final v1.0,Stanford Sleepiness Scale Questionnaire - Date and Time (Transcribe from paper source,99
04 - Admission/Predose Final v1.0,Degree of Sleepiness (Transcribe from paper source workbook),99
04 - Admission/Predose Final v1.0,C-SSRS Questionnaire - Date and Time (Transcribe from C-SSRS paper source workbook),100
04 - Admission/Predose Final v1.0,1. Wish to be dead,101
04 - Admission/Predose Final v1.0,"Subject endorses thoughts about a wish to be dead or not alive anymore, or a wish to fall asleep and not wake up.",101
04 - Admission/Predose Final v1.0,2. Non-specific Active Suicidal Thoughts,101
04 - Admission/Predose Final v1.0,"General non-specific thoughts of wanting to end one's life / commit suicide (e.g. ""I've thought about killing myself"") without thoughts of ways to kill oneself / associated methods, intent, or plan during the assessment period.",101
04 - Admission/Predose Final v1.0,3. Active Suicidal Ideation with Any Methods (Not Plan) Without Intent to Act,102
04 - Admission/Predose Final v1.0,"Subject endorses thoughts of suicide and has thought of at least one method during the assessment period. This is different from a specific plan with time, place or method details worked out (e.g. thought of method to kill self but not a specific plan). Includes person who would say, ""I thought about taking an overdose but I never made a specific plan as to when, where or how I would actually do it… and I would never go through with it"".",102
04 - Admission/Predose Final v1.0,"4. Active Suicidal Ideation with Some Intent to Act, without Specific Plan",102
04 - Admission/Predose Final v1.0,"Active suicidal thoughts of killing oneself and subject reports having some intent to act on such thoughts, as opposed to ""I have the thoughts but I definitely will not do anything about them"".",102
04 - Admission/Predose Final v1.0,5. Active Suicidal Ideation with Specific Plan and Intent,103
04 - Admission/Predose Final v1.0,Thoughts of killing oneself with details of plan fully or partially worked out and subject has some intent to carry it out.,103
04 - Admission/Predose Final v1.0,Most Severe Ideation,103
